Year,Player1,Country1,Player2,Country2,Score1,Score2,
1956,Skip Shurtz,USA,Émile Gretsch,LUX,5,2,
1956,Skip Shurtz,USA,Roland Asselin,CAN,5,2,
1956,Émile Gretsch,LUX,Roland Asselin,CAN,5,2,
1956,Roland Asselin,CAN,Alfredo Yanguas,COL,5,2,
1956,Günter Stratmann,GER,Berndt-Otto Rehbinder,SWE,5,2,
1956,Ivan Lund,AUS,Günter Stratmann,GER,5,2,
1956,Revaz Tsirek'idze,URS,Siha Sukarno,INA,5,2,
1956,Günter Stratmann,GER,Emiliano Camargo,COL,5,2,
1956,Jacques Debeur,BEL,Emiliano Camargo,COL,5,2,
1956,Revaz Tsirek'idze,URS,Emiliano Camargo,COL,5,2,
1956,Edy Schmit,LUX,Carl Forssell,SWE,5,2,
1956,Kin Hoitsma,USA,Carl Forssell,SWE,5,2,
1956,Rolf Wiik,FIN,Juozas Udras,URS,5,2,
1956,Edy Schmit,LUX,Laurence Harding-Smith,AUS,5,2,
1956,Juozas Udras,URS,Luis Jiménez,MEX,5,2,
1956,Dick Pew,USA,Émile Gretsch,LUX,5,2,
1956,Carl Forssell,SWE,Émile Gretsch,LUX,5,2,
1956,Edoardo Mangiarotti,ITA,Béla Rerrich,HUN,5,2,
1956,Carl Forssell,SWE,Bill Hoskyns,GBR,5,2,
1956,Bill Hoskyns,GBR,Béla Rerrich,HUN,5,2,
1956,Edoardo Mangiarotti,ITA,Jacques Debeur,BEL,5,2,
1956,Émile Gretsch,LUX,Jacques Debeur,BEL,5,2,
1956,Per Carleson,SWE,Carlo Pavesi,ITA,5,2,
1956,Carlo Pavesi,ITA,René Queyroux,FRA,5,2,
1956,Per Carleson,SWE,Lajos Balthazár,HUN,5,2,
1956,René Queyroux,FRA,Lajos Balthazár,HUN,5,2,
1956,Per Carleson,SWE,Kin Hoitsma,USA,5,2,
1956,Lajos Balthazár,HUN,Kin Hoitsma,USA,5,2,
1956,Arnold Chernushevich,URS,Roger Achten,BEL,5,2,
1956,Armand Mouyal,FRA,Giuseppe Delfino,ITA,5,2,
1956,Günter Stratmann,GER,Edy Schmit,LUX,5,2,
1956,Allan Jay,GBR,Richard Stone,AUS,5,2,
1956,József Sákovics,HUN,Rolf Wiik,FIN,5,2,
1956,Rolf Wiik,FIN,Daniel Dagallier,FRA,5,2,
1956,Daniel Dagallier,FRA,Ivan Lund,AUS,5,2,
1956,Rolf Wiik,FIN,Michael Howard,GBR,5,2,
1956,René Queyroux,FRA,Ghislain Delaunois,BEL,5,2,
1956,Ghislain Delaunois,BEL,Lajos Balthazár,HUN,5,2,
1956,Ghislain Delaunois,BEL,Edoardo Mangiarotti,ITA,5,2,
1956,René Queyroux,FRA,Skip Shurtz,USA,5,2,
1956,Edoardo Mangiarotti,ITA,Skip Shurtz,USA,5,2,
1956,Giuseppe Delfino,ITA,Skip Shurtz,USA,5,2,
1956,René Queyroux,FRA,Edy Schmit,LUX,5,2,
1956,Per Carleson,SWE,Dick Pew,USA,5,2,
1956,Dick Pew,USA,Rolf Wiik,FIN,5,2,
1956,Dick Pew,USA,Émile Gretsch,LUX,5,2,
1956,Carlo Pavesi,ITA,Armand Mouyal,FRA,5,2,
1956,Carlo Pavesi,ITA,Berndt-Otto Rehbinder,SWE,5,2,
1956,Rolf Wiik,FIN,Berndt-Otto Rehbinder,SWE,5,2,
1956,Berndt-Otto Rehbinder,SWE,Émile Gretsch,LUX,5,2,
1956,Armand Mouyal,FRA,Berndt-Otto Rehbinder,SWE,5,2,
1956,Dick Pew,USA,József Sákovics,HUN,5,2,
1956,Rolf Wiik,FIN,József Sákovics,HUN,5,2,
1956,Armand Mouyal,FRA,József Sákovics,HUN,5,2,
1956,Giuseppe Delfino,ITA,Edoardo Mangiarotti,ITA,5,2,
1956,Carlo Pavesi,ITA,Dick Pew,USA,5,2,
1956,Dick Pew,USA,Lajos Balthazár,HUN,5,2,
1956,René Queyroux,FRA,Rolf Wiik,FIN,5,2,
1956,Carlo Pavesi,ITA,Giuseppe Delfino,ITA,5,2,
1956,Giuseppe Delfino,ITA,Edoardo Mangiarotti,ITA,5,2,
1956,Arnold Chernushevich,URS,Émile Gretsch,LUX,5,1,
1956,Arnold Chernushevich,URS,Roland Asselin,CAN,5,1,
1956,Ghislain Delaunois,BEL,Roland Asselin,CAN,5,1,
1956,Émile Gretsch,LUX,Wäinö Korhonen,FIN,5,1,
1956,Berndt-Otto Rehbinder,SWE,Siha Sukarno,INA,5,1,
1956,Günter Stratmann,GER,Siha Sukarno,INA,5,1,
1956,Jacques Debeur,BEL,Siha Sukarno,INA,5,1,
1956,Berndt-Otto Rehbinder,SWE,Emiliano Camargo,COL,5,1,
1956,Dick Pew,USA,Richard Stone,AUS,5,1,
1956,Dick Pew,USA,Emilio Echeverry,COL,5,1,
1956,Fernand Leischen,LUX,Emilio Echeverry,COL,5,1,
1956,Carl Forssell,SWE,Rolf Wiik,FIN,5,1,
1956,Laurence Harding-Smith,AUS,Kin Hoitsma,USA,5,1,
1956,Kin Hoitsma,USA,Luis Jiménez,MEX,5,1,
1956,Dick Pew,USA,Béla Rerrich,HUN,5,1,
1956,Béla Rerrich,HUN,Carl Forssell,SWE,5,1,
1956,Per Carleson,SWE,Arnold Chernushevich,URS,5,1,
1956,Arnold Chernushevich,URS,Carlo Pavesi,ITA,5,1,
1956,Ghislain Delaunois,BEL,Armand Mouyal,FRA,5,1,
1956,Edy Schmit,LUX,Ghislain Delaunois,BEL,5,1,
1956,Giuseppe Delfino,ITA,Allan Jay,GBR,5,1,
1956,Ghislain Delaunois,BEL,Richard Stone,AUS,5,1,
1956,Rolf Wiik,FIN,Ivan Lund,AUS,5,1,
1956,Berndt-Otto Rehbinder,SWE,Michael Howard,GBR,5,1,
1956,Lajos Balthazár,HUN,Edoardo Mangiarotti,ITA,5,1,
1956,Edoardo Mangiarotti,ITA,Giuseppe Delfino,ITA,5,1,
1956,Lajos Balthazár,HUN,Skip Shurtz,USA,5,1,
1956,Carl Forssell,SWE,Skip Shurtz,USA,5,1,
1956,Giuseppe Delfino,ITA,Edy Schmit,LUX,5,1,
1956,Armand Mouyal,FRA,Émile Gretsch,LUX,5,1,
1956,Per Carleson,SWE,Berndt-Otto Rehbinder,SWE,5,1,
1956,Berndt-Otto Rehbinder,SWE,József Sákovics,HUN,5,1,
1956,Carlo Pavesi,ITA,Giuseppe Delfino,ITA,5,1,
1956,Edoardo Mangiarotti,ITA,Carlo Pavesi,ITA,5,1,
1956,Carlo Pavesi,ITA,Rolf Wiik,FIN,5,1,
1956,Per Carleson,SWE,Rolf Wiik,FIN,5,1,
1956,Skip Shurtz,USA,Alfredo Yanguas,COL,5,0,
1956,Wäinö Korhonen,FIN,Alfredo Yanguas,COL,5,0,
1956,Siha Sukarno,INA,Ivan Lund,AUS,5,0,
1956,Ivan Lund,AUS,Emiliano Camargo,COL,5,0,
1956,Berndt-Otto Rehbinder,SWE,Masayuki Sano,JPN,5,0,
1956,Günter Stratmann,GER,Masayuki Sano,JPN,5,0,
1956,Ivan Lund,AUS,Masayuki Sano,JPN,5,0,
1956,Jacques Debeur,BEL,Masayuki Sano,JPN,5,0,
1956,Revaz Tsirek'idze,URS,Masayuki Sano,JPN,5,0,
1956,Siha Sukarno,INA,Masayuki Sano,JPN,5,0,
1956,Emiliano Camargo,COL,Masayuki Sano,JPN,5,0,
1956,Per Carleson,SWE,Richard Stone,AUS,5,0,
1956,Roger Achten,BEL,Richard Stone,AUS,5,0,
1956,Per Carleson,SWE,Santiago Massini,ARG,5,0,
1956,Juozas Udras,URS,Laurence Harding-Smith,AUS,5,0,
1956,Dick Pew,USA,Carl Forssell,SWE,5,0,
1956,Bill Hoskyns,GBR,Dick Pew,USA,5,0,
1956,René Queyroux,FRA,Per Carleson,SWE,5,0,
1956,Berndt-Otto Rehbinder,SWE,Skip Shurtz,USA,5,0,
1956,Ghislain Delaunois,BEL,Carl Forssell,SWE,5,0,
1956,Edoardo Mangiarotti,ITA,Dick Pew,USA,5,0,
1956,René Queyroux,FRA,Per Carleson,SWE,5,0,
1956,Edoardo Mangiarotti,ITA,Rolf Wiik,FIN,5,0,
1960,Bruno Habārovs,URS,József Sákovics,HUN,8,7,
1960,Yves Dreyfus,FRA,Richard Stone,AUS,7,6,
1960,Dieter Fänger,GER,Guram Kostava,URS,7,6,
1960,Tamás Gábor,HUN,José Fernandes,POR,7,6,
1960,Giuseppe Delfino,ITA,Roger Achten,BEL,7,6,
1960,József Sákovics,HUN,Bruno Habārovs,URS,7,6,
1960,Bruno Habārovs,URS,Tamás Gábor,HUN,6,6,
1960,Bruno Habārovs,URS,Jules Amez-Droz,SUI,6,5,
1960,Janusz Kurczab,POL,Christopher Bland,IRL,6,5,
1960,Allan Jay,GBR,Berndt-Otto Rehbinder,SWE,6,5,
1960,Max Dwinger,NED,Georg Neuber,GER,6,5,
1960,Richard Stone,AUS,Michel Steininger,SUI,6,5,
1960,Michel Steininger,SUI,Yves Dreyfus,FRA,6,5,
1960,Armand Mouyal,FRA,Antonio Almada,MEX,6,5,
1960,David Micahnik,USA,José Ferreira,POR,6,5,
1960,József Sákovics,HUN,Roger Achten,BEL,6,5,
1960,Dieter Fänger,GER,Kazuhiko Tabuchi,JPN,6,5,
1960,Bruno Habārovs,URS,Bogdan Gonsior,POL,6,5,
1960,"Adalbert Gurath, Jr.",ROU,Jules Amez-Droz,SUI,6,5,
1960,Bill Hoskyns,GBR,Armand Mouyal,FRA,6,5,
1960,Giovanni Battista Breda,ITA,Bruno Habārovs,URS,6,5,
1960,Bruno Habārovs,URS,Allan Jay,GBR,6,5,
1960,Berndt-Otto Rehbinder,SWE,Wiesław Glos,POL,6,5,
1960,Armand Mouyal,FRA,Roger Achten,BEL,6,5,
1960,Arnold Chernushevich,URS,Armand Mouyal,FRA,6,5,
1960,Arnold Chernushevich,URS,"Adalbert Gurath, Jr.",ROU,6,5,
1960,Arnold Chernushevich,URS,Dieter Fänger,GER,6,5,
1960,Roger Achten,BEL,Armand Mouyal,FRA,6,5,
1960,Armand Mouyal,FRA,Roger Achten,BEL,6,5,
1960,Yves Dreyfus,FRA,Giuseppe Delfino,ITA,6,5,
1960,Giuseppe Delfino,ITA,Guram Kostava,URS,6,5,
1960,Giuseppe Delfino,ITA,Berndt-Otto Rehbinder,SWE,6,5,
1960,Berndt-Otto Rehbinder,SWE,Yves Dreyfus,FRA,6,5,
1960,Giuseppe Delfino,ITA,Allan Jay,GBR,6,5,
1960,Giuseppe Delfino,ITA,Armand Mouyal,FRA,6,5,
1960,Bruno Habārovs,URS,Yves Dreyfus,FRA,6,5,
1960,József Sákovics,HUN,Giuseppe Delfino,ITA,6,5,
1960,Yves Dreyfus,FRA,Giuseppe Delfino,ITA,6,5,
1960,Emilio Echeverry,COL,Bogdan Gonsior,POL,5,4,
1960,József Sákovics,HUN,José Ferreira,POR,5,4,
1960,József Sákovics,HUN,Hans Lagerwall,SWE,5,4,
1960,Roger Achten,BEL,José Ferreira,POR,5,4,
1960,Roger Achten,BEL,Hans Lagerwall,SWE,5,4,
1960,José Ferreira,POR,Hans Lagerwall,SWE,5,4,
1960,Kaj Czarnecki,FIN,Hans Lagerwall,SWE,5,4,
1960,Kazuhiko Tabuchi,JPN,Raúl Martínez,ARG,5,4,
1960,Kazuhiko Tabuchi,JPN,George Carpenter,IRL,5,4,
1960,Kazuhiko Tabuchi,JPN,Abderrahman Sebti,MAR,5,4,
1960,George Carpenter,IRL,Claudio Polledri,SUI,5,4,
1960,Paul Gnaier,GER,Leif Klette,NOR,5,4,
1960,Ralph Spinella,USA,Paul Gnaier,GER,5,4,
1960,Ralph Spinella,USA,Kalevi Pakarinen,FIN,5,4,
1960,Abbes Harchi,MAR,Christopher Bland,IRL,5,4,
1960,Dieter Fänger,GER,Ali Annabi,TUN,5,4,
1960,Berndt-Otto Rehbinder,SWE,Dieter Fänger,GER,5,4,
1960,Ali Annabi,TUN,Abelardo Menéndez,CUB,5,4,
1960,Ali Annabi,TUN,Gilbert Orengo,MON,5,4,
1960,Abelardo Menéndez,CUB,Jaime Duque,COL,5,4,
1960,Alberto Balestrini,ARG,Ángel Roldán,MEX,5,4,
1960,Alberto Balestrini,ARG,Jesús Díez,ESP,5,4,
1960,Guram Kostava,URS,Jesús Díez,ESP,5,4,
1960,Ángel Roldán,MEX,Jesús Díez,ESP,5,4,
1960,Eddi Gutenkauf,LUX,James Margolis,USA,5,4,
1960,Eddi Gutenkauf,LUX,Tsugeo Ozawa,JPN,5,4,
1960,Ibrahim Osman,LBN,Roger Theisen,LUX,5,4,
1960,Ibrahim Osman,LBN,Michel Steininger,SUI,5,4,
1960,Ibrahim Osman,LBN,Pedro Cabrera,ESP,5,4,
1960,Roger Theisen,LUX,Michel Steininger,SUI,5,4,
1960,Tamás Gábor,HUN,Göran Abrahamsson,SWE,5,4,
1960,Göran Abrahamsson,SWE,Antonio Almada,MEX,5,4,
1960,Antonio Almada,MEX,Keith Hackshall,AUS,5,4,
1960,René Van Den Driessche,BEL,Tom Kearney,IRL,5,4,
1960,Keith Hackshall,AUS,Göran Abrahamsson,SWE,5,4,
1960,Tom Kearney,IRL,Keith Hackshall,AUS,5,4,
1960,Bogdan Gonsior,POL,Emilio Echeverry,COL,5,4,
1960,Georg Neuber,GER,Max Dwinger,NED,5,4,
1960,Georg Neuber,GER,Sonosuke Fujimaki,JPN,5,4,
1960,Georg Neuber,GER,José Ferreira,POR,5,4,
1960,József Sákovics,HUN,Alberto Pellegrino,ITA,5,4,
1960,Giuseppe Delfino,ITA,Guram Kostava,URS,5,4,
1960,Guram Kostava,URS,François Dehez,BEL,5,4,
1960,Berndt-Otto Rehbinder,SWE,Arnold Chernushevich,URS,5,4,
1960,Berndt-Otto Rehbinder,SWE,Rolf Wiik,FIN,5,4,
1960,Arnold Chernushevich,URS,Tamás Gábor,HUN,5,4,
1960,Arnold Chernushevich,URS,Yves Dreyfus,FRA,5,4,
1960,Tamás Gábor,HUN,Yves Dreyfus,FRA,5,4,
1960,Paul Gnaier,GER,István Kausz,HUN,5,4,
1960,Bogdan Gonsior,POL,Eddi Gutenkauf,LUX,5,4,
1960,Jules Amez-Droz,SUI,Bill Hoskyns,GBR,5,4,
1960,Ibrahim Osman,LBN,"Adalbert Gurath, Jr.",ROU,5,4,
1960,Giovanni Battista Breda,ITA,Tamás Gábor,HUN,5,4,
1960,Giovanni Battista Breda,ITA,Göran Abrahamsson,SWE,5,4,
1960,Allan Jay,GBR,Giovanni Battista Breda,ITA,5,4,
1960,Janusz Kurczab,POL,Göran Abrahamsson,SWE,5,4,
1960,Guram Kostava,URS,Georg Neuber,GER,5,4,
1960,Guram Kostava,URS,Bill Hoskyns,GBR,5,4,
1960,Georg Neuber,GER,Alberto Pellegrino,ITA,5,4,
1960,Giuseppe Delfino,ITA,Berndt-Otto Rehbinder,SWE,5,4,
1960,Giuseppe Delfino,ITA,Wiesław Glos,POL,5,4,
1960,István Kausz,HUN,Wiesław Glos,POL,5,4,
1960,Berndt-Otto Rehbinder,SWE,Jack Guittet,FRA,5,4,
1960,Wiesław Glos,POL,Paul Gnaier,GER,5,4,
1960,Roger Achten,BEL,Dieter Fänger,GER,5,4,
1960,József Sákovics,HUN,Arnold Chernushevich,URS,5,4,
1960,"Adalbert Gurath, Jr.",ROU,József Sákovics,HUN,5,4,
1960,Armand Mouyal,FRA,József Sákovics,HUN,5,4,
1960,József Sákovics,HUN,Arnold Chernushevich,URS,5,4,
1960,Allan Jay,GBR,Alberto Pellegrino,ITA,5,4,
1960,Bruno Habārovs,URS,Armand Mouyal,FRA,5,4,
1960,Bruno Habārovs,URS,István Kausz,HUN,5,4,
1960,István Kausz,HUN,Alberto Pellegrino,ITA,5,4,
1960,Yves Dreyfus,FRA,József Sákovics,HUN,5,4,
1960,Giuseppe Delfino,ITA,Giovanni Battista Breda,ITA,5,4,
1960,Guram Kostava,URS,József Sákovics,HUN,5,4,
1960,Roger Achten,BEL,Alberto Pellegrino,ITA,5,4,
1960,Berndt-Otto Rehbinder,SWE,Giovanni Battista Breda,ITA,5,4,
1960,Allan Jay,GBR,Roger Achten,BEL,5,4,
1960,Bruno Habārovs,URS,Roger Achten,BEL,5,4,
1960,Roger Achten,BEL,Yves Dreyfus,FRA,5,4,
1960,Giovanni Battista Breda,ITA,József Sákovics,HUN,5,4,
1960,Jack Guittet,FRA,Bogdan Gonsior,POL,5,3,
1960,Brian Pickworth,NZL,Jack Guittet,FRA,5,3,
1960,Brian Pickworth,NZL,Raoul Barouch,TUN,5,3,
1960,Bogdan Gonsior,POL,Charles El-Gressy,MAR,5,3,
1960,Emilio Echeverry,COL,Charles El-Gressy,MAR,5,3,
1960,Raoul Barouch,TUN,Charles El-Gressy,MAR,5,3,
1960,José Ferreira,POR,Kaj Czarnecki,FIN,5,3,
1960,Kazuhiko Tabuchi,JPN,Alberto Pellegrino,ITA,5,3,
1960,Kazuhiko Tabuchi,JPN,Claudio Polledri,SUI,5,3,
1960,Alberto Pellegrino,ITA,Claudio Polledri,SUI,5,3,
1960,Alberto Pellegrino,ITA,Abderrahman Sebti,MAR,5,3,
1960,David Micahnik,USA,Alberto Pellegrino,ITA,5,3,
1960,Claudio Polledri,SUI,Abderrahman Sebti,MAR,5,3,
1960,István Kausz,HUN,John Pelling,GBR,5,3,
1960,István Kausz,HUN,Michel Saykali,LBN,5,3,
1960,Michel Saykali,LBN,Manuel Martínez,ESP,5,3,
1960,Benito Ramos,MEX,Manuel Martínez,ESP,5,3,
1960,Giuseppe Delfino,ITA,Ralph Spinella,USA,5,3,
1960,Paul Gnaier,GER,Kalevi Pakarinen,FIN,5,3,
1960,François Dehez,BEL,Leif Klette,NOR,5,3,
1960,Kalevi Pakarinen,FIN,François Dehez,BEL,5,3,
1960,Janusz Kurczab,POL,Robert Schiel,LUX,5,3,
1960,Jules Amez-Droz,SUI,Robert Schiel,LUX,5,3,
1960,Jules Amez-Droz,SUI,John Simpson,AUS,5,3,
1960,Robert Schiel,LUX,Christopher Bland,IRL,5,3,
1960,Christopher Bland,IRL,Jules Amez-Droz,SUI,5,3,
1960,Ali Annabi,TUN,Allan Jay,GBR,5,3,
1960,Gilbert Orengo,MON,Abelardo Menéndez,CUB,5,3,
1960,Gilbert Orengo,MON,Jaime Duque,COL,5,3,
1960,José Fernandes,POR,Sonosuke Fujimaki,JPN,5,3,
1960,Sonosuke Fujimaki,JPN,Max Dwinger,NED,5,3,
1960,Alberto Balestrini,ARG,Guram Kostava,URS,5,3,
1960,Guram Kostava,URS,Mohamed Ramadan,LBN,5,3,
1960,Rolf Wiik,FIN,Ángel Roldán,MEX,5,3,
1960,Rolf Wiik,FIN,Jesús Díez,ESP,5,3,
1960,Mohamed Ramadan,LBN,Jesús Díez,ESP,5,3,
1960,"Adalbert Gurath, Jr.",ROU,Eddi Gutenkauf,LUX,5,3,
1960,"Adalbert Gurath, Jr.",ROU,José de Albuquerque,POR,5,3,
1960,Eddi Gutenkauf,LUX,Wiesław Glos,POL,5,3,
1960,James Margolis,USA,José de Albuquerque,POR,5,3,
1960,Norbert Brami,TUN,José de Albuquerque,POR,5,3,
1960,Yves Dreyfus,FRA,Ibrahim Osman,LBN,5,3,
1960,Yves Dreyfus,FRA,Bill Hoskyns,GBR,5,3,
1960,Yves Dreyfus,FRA,Pedro Cabrera,ESP,5,3,
1960,Ibrahim Osman,LBN,Richard Stone,AUS,5,3,
1960,Bill Hoskyns,GBR,Ibrahim Osman,LBN,5,3,
1960,Bill Hoskyns,GBR,Roger Theisen,LUX,5,3,
1960,Roger Theisen,LUX,Richard Stone,AUS,5,3,
1960,Roger Theisen,LUX,Pedro Cabrera,ESP,5,3,
1960,Richard Stone,AUS,Bill Hoskyns,GBR,5,3,
1960,Pedro Cabrera,ESP,Michel Steininger,SUI,5,3,
1960,Tamás Gábor,HUN,René Van Den Driessche,BEL,5,3,
1960,Tamás Gábor,HUN,Tom Kearney,IRL,5,3,
1960,Göran Abrahamsson,SWE,Tom Kearney,IRL,5,3,
1960,Keith Hackshall,AUS,René Van Den Driessche,BEL,5,3,
1960,Berndt-Otto Rehbinder,SWE,Ali Annabi,TUN,5,3,
1960,Wiesław Glos,POL,James Margolis,USA,5,3,
1960,Bill Hoskyns,GBR,Roger Theisen,LUX,5,3,
1960,Bill Hoskyns,GBR,Richard Stone,AUS,5,3,
1960,Georg Neuber,GER,Jack Guittet,FRA,5,3,
1960,Jack Guittet,FRA,Allan Jay,GBR,5,3,
1960,Giovanni Battista Breda,ITA,Georg Neuber,GER,5,3,
1960,Allan Jay,GBR,David Micahnik,USA,5,3,
1960,José Ferreira,POR,Giovanni Battista Breda,ITA,5,3,
1960,József Sákovics,HUN,Alberto Balestrini,ARG,5,3,
1960,Alberto Pellegrino,ITA,Wiesław Glos,POL,5,3,
1960,Alberto Pellegrino,ITA,Roger Achten,BEL,5,3,
1960,Wiesław Glos,POL,Alberto Balestrini,ARG,5,3,
1960,Wiesław Glos,POL,Brian Pickworth,NZL,5,3,
1960,Roger Achten,BEL,Alberto Balestrini,ARG,5,3,
1960,Roger Achten,BEL,Brian Pickworth,NZL,5,3,
1960,Dieter Fänger,GER,François Dehez,BEL,5,3,
1960,Göran Abrahamsson,SWE,Dieter Fänger,GER,5,3,
1960,Göran Abrahamsson,SWE,Kazuhiko Tabuchi,JPN,5,3,
1960,Guram Kostava,URS,Kazuhiko Tabuchi,JPN,5,3,
1960,Berndt-Otto Rehbinder,SWE,Tamás Gábor,HUN,5,3,
1960,Yves Dreyfus,FRA,Rolf Wiik,FIN,5,3,
1960,Rolf Wiik,FIN,Arnold Chernushevich,URS,5,3,
1960,Rolf Wiik,FIN,José Fernandes,POR,5,3,
1960,Bruno Habārovs,URS,István Kausz,HUN,5,3,
1960,Paul Gnaier,GER,Eddi Gutenkauf,LUX,5,3,
1960,John Pelling,GBR,Bruno Habārovs,URS,5,3,
1960,Janusz Kurczab,POL,Ibrahim Osman,LBN,5,3,
1960,Bill Hoskyns,GBR,Ibrahim Osman,LBN,5,3,
1960,Armand Mouyal,FRA,Jules Amez-Droz,SUI,5,3,
1960,Jules Amez-Droz,SUI,Ibrahim Osman,LBN,5,3,
1960,Armand Mouyal,FRA,Jules Amez-Droz,SUI,5,3,
1960,Bruno Habārovs,URS,Göran Abrahamsson,SWE,5,3,
1960,Allan Jay,GBR,Janusz Kurczab,POL,5,3,
1960,Allan Jay,GBR,Tamás Gábor,HUN,5,3,
1960,Alberto Pellegrino,ITA,Yves Dreyfus,FRA,5,3,
1960,Alberto Pellegrino,ITA,Bill Hoskyns,GBR,5,3,
1960,Yves Dreyfus,FRA,Georg Neuber,GER,5,3,
1960,Guram Kostava,URS,Bogdan Gonsior,POL,5,3,
1960,Georg Neuber,GER,Bill Hoskyns,GBR,5,3,
1960,Giuseppe Delfino,ITA,Jack Guittet,FRA,5,3,
1960,István Kausz,HUN,Berndt-Otto Rehbinder,SWE,5,3,
1960,István Kausz,HUN,Jack Guittet,FRA,5,3,
1960,Paul Gnaier,GER,István Kausz,HUN,5,3,
1960,Armand Mouyal,FRA,József Sákovics,HUN,5,3,
1960,Armand Mouyal,FRA,"Adalbert Gurath, Jr.",ROU,5,3,
1960,Roger Achten,BEL,Arnold Chernushevich,URS,5,3,
1960,Roger Achten,BEL,"Adalbert Gurath, Jr.",ROU,5,3,
1960,József Sákovics,HUN,Roger Achten,BEL,5,3,
1960,József Sákovics,HUN,Dieter Fänger,GER,5,3,
1960,Dieter Fänger,GER,Armand Mouyal,FRA,5,3,
1960,Dieter Fänger,GER,"Adalbert Gurath, Jr.",ROU,5,3,
1960,Roger Achten,BEL,Arnold Chernushevich,URS,5,3,
1960,Bruno Habārovs,URS,Allan Jay,GBR,5,3,
1960,Armand Mouyal,FRA,Alberto Pellegrino,ITA,5,3,
1960,Armand Mouyal,FRA,István Kausz,HUN,5,3,
1960,Roger Achten,BEL,István Kausz,HUN,5,3,
1960,Alberto Pellegrino,ITA,Roger Achten,BEL,5,3,
1960,József Sákovics,HUN,Giovanni Battista Breda,ITA,5,3,
1960,József Sákovics,HUN,Berndt-Otto Rehbinder,SWE,5,3,
1960,Yves Dreyfus,FRA,Guram Kostava,URS,5,3,
1960,Giovanni Battista Breda,ITA,Guram Kostava,URS,5,3,
1960,Guram Kostava,URS,Berndt-Otto Rehbinder,SWE,5,3,
1960,Bruno Habārovs,URS,Giovanni Battista Breda,ITA,5,3,
1960,Roger Achten,BEL,Giovanni Battista Breda,ITA,5,3,
1960,Yves Dreyfus,FRA,József Sákovics,HUN,5,3,
1960,Armand Mouyal,FRA,Bruno Habārovs,URS,5,3,
1960,Armand Mouyal,FRA,Yves Dreyfus,FRA,5,3,
1960,Armand Mouyal,FRA,Giovanni Battista Breda,ITA,5,3,
1960,Brian Pickworth,NZL,Emilio Echeverry,COL,5,2,
1960,Bogdan Gonsior,POL,Raoul Barouch,TUN,5,2,
1960,Emilio Echeverry,COL,Raoul Barouch,TUN,5,2,
1960,József Sákovics,HUN,Kaj Czarnecki,FIN,5,2,
1960,Roger Achten,BEL,Trần Văn Xuan,VNM,5,2,
1960,José Ferreira,POR,Trần Văn Xuan,VNM,5,2,
1960,Kaj Czarnecki,FIN,Trần Văn Xuan,VNM,5,2,
1960,David Micahnik,USA,Raúl Martínez,ARG,5,2,
1960,Raúl Martínez,ARG,Claudio Polledri,SUI,5,2,
1960,George Carpenter,IRL,David Micahnik,USA,5,2,
1960,George Carpenter,IRL,Abderrahman Sebti,MAR,5,2,
1960,István Kausz,HUN,Giovanni Battista Breda,ITA,5,2,
1960,István Kausz,HUN,Benito Ramos,MEX,5,2,
1960,John Pelling,GBR,Giovanni Battista Breda,ITA,5,2,
1960,John Pelling,GBR,Michel Saykali,LBN,5,2,
1960,John Pelling,GBR,Benito Ramos,MEX,5,2,
1960,Manuel Martínez,ESP,John Pelling,GBR,5,2,
1960,Giuseppe Delfino,ITA,François Dehez,BEL,5,2,
1960,Giuseppe Delfino,ITA,Kalevi Pakarinen,FIN,5,2,
1960,Giuseppe Delfino,ITA,Leif Klette,NOR,5,2,
1960,Leif Klette,NOR,Ralph Spinella,USA,5,2,
1960,Bruno Habārovs,URS,Robert Schiel,LUX,5,2,
1960,Bruno Habārovs,URS,John Simpson,AUS,5,2,
1960,Janusz Kurczab,POL,Abbes Harchi,MAR,5,2,
1960,Janusz Kurczab,POL,John Simpson,AUS,5,2,
1960,Jules Amez-Droz,SUI,Abbes Harchi,MAR,5,2,
1960,Allan Jay,GBR,Abelardo Menéndez,CUB,5,2,
1960,Dieter Fänger,GER,Gilbert Orengo,MON,5,2,
1960,Berndt-Otto Rehbinder,SWE,Jaime Duque,COL,5,2,
1960,Arnold Chernushevich,URS,Georg Neuber,GER,5,2,
1960,Arnold Chernushevich,URS,Max Dwinger,NED,5,2,
1960,Arnold Chernushevich,URS,Sonosuke Fujimaki,JPN,5,2,
1960,Arnold Chernushevich,URS,Henri Bini,MON,5,2,
1960,José Fernandes,POR,Georg Neuber,GER,5,2,
1960,José Fernandes,POR,Max Dwinger,NED,5,2,
1960,Georg Neuber,GER,Henri Bini,MON,5,2,
1960,Alberto Balestrini,ARG,Rolf Wiik,FIN,5,2,
1960,Alberto Balestrini,ARG,Mohamed Ramadan,LBN,5,2,
1960,Guram Kostava,URS,Ángel Roldán,MEX,5,2,
1960,Rolf Wiik,FIN,Mohamed Ramadan,LBN,5,2,
1960,Mohamed Ramadan,LBN,Andreas Soeratman,INA,5,2,
1960,Andreas Soeratman,INA,Ángel Roldán,MEX,5,2,
1960,"Adalbert Gurath, Jr.",ROU,Tsugeo Ozawa,JPN,5,2,
1960,Eddi Gutenkauf,LUX,Norbert Brami,TUN,5,2,
